Número Licitação,Descrição
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,ROTEADOR
52018,ROTEADOR
52018,SWITCH
52018,SWITCH
52018,SWITCH
52018,SWITCH
52018,SWITCH
52018,'SERVIDOR DE REDE'
52018,'COMPUTADOR'
52018,TELEFONE SEM FIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,CÂMERA VÍDEO
52018,CÂMERA VÍDEO
52018,CÂMERA VÍDEO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,CONVERSOR
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,CONVERSOR
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,REDE INFORMÁTICA - PEÇA / ACESSÓRIO
52018,ELEVADOR ELÉTRICO DE VEÍCULO
52018,EQUIPAMENTO PARA MANUTENCAO E REPARO DE PNEU
52018,MÁQUINA SOLDA
52018,DESUMIDIFICADOR
52018,MULTÍMETRO
52018,ANALISADOR DE BATERIA
52018,MACACO HIDRÁULICO
52018,CARREGADOR BATERIA
52018,HIDROLAVADORA
52018,CAPACETE CONDUTOR MOTOCICLETA
52018,MÁSCARA CONTRA GASES
52018,LUVA SEGURANÇA
52018,LUVA PROTEÇÃO
52018,AVENTAL DE SEGURANCA PARA SOLDAGEM
52018,PERNEIRA
52018,PEÇAS E COMPONENTES PISTOLA PINTURA
52018,ARMÁRIO GUARDAR FERRAMENTA
52018,CONTAINER
52018,CONTAINER
52018,CONTAINER
52018,SOLUÇÃO
52018,PROTETOR AURICULAR
52018,TRANSPARÊNCIA RETROPROJETOR
52018,ALGEMA
52018,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES
52018,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES
52018,ALGODÃO
52018,APITO
52018,ARAME FARPADO
52018,BARBANTE ALGODÃO
52018,BASTÃO SINALIZADOR
52018,SOQUETE LÂMPADA
52018,CADEADO
52018,CANETA - INDICADOR
52018,SINALIZADOR PIROTÉCNICO
52018,COLETE SEGURANÇA
52018,SINALIZADOR TRÂNSITO
52018,COLA
52018,COLA
52018,COMPASSO ESCOLAR
52018,CONE SINALIZAÇÃO
52018,FITA SINALIZAÇÃO
52018,FACÃO
52018,FITA ISOLANTE ELÉTRICA
52018,FOLHA ISOPOR
52018,FOLHA ISOPOR
52018,FOLHA ISOPOR
52018,ESTOJO LIMPEZA ARMAMENTO
52018,PLÁSTICO
52018,OBRÉIA
52018,OBRÉIA
52018,PAPEL AUTO-ADESIVO
52018,PAPEL EMBRULHO
52018,PASTA ARQUIVO
52018,MEMÓRIA PORTÁTIL MICROCOMPUTADOR
52018,PILHA
52018,PILHA
52018,PILHA
52018,PILHA
52018,PRANCHETA PORTÁTIL
52018,PRANCHETA PORTÁTIL
52018,PROTETOR AURICULAR
52018,QUADRO BRANCO
52018,QUADRO BRANCO
52018,TELA PROJEÇÃO
52018,QUEROSENE.
52018,REDUTOR DE VELOCIDADE
52018,RÉGUA DE ESCALA
52018,REPELENTE
52018,SACO DOCUMENTO
52018,SACO
52018,TESOURA
52018,CÂMERA DIGITAL
52018,MOTOR - AEROMODELO
52018,MICROCOMPUTADOR PESSOAL TIPO LAPTOP
52018,MEMORIA EM DISCO
52018,MEMORIA EM DISCO
52018,PEÇA/COMPONENTE NO-BREAK
52018,CARREGADOR BATERIA TELEFONE CELULAR
52018,MOTOR GERADOR ENERGIA
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TAXA DE INSTALACAO/HABILITACAO DE SERVICO DE TELEFONIA STFC
52018,TRANSPORTE AEREO POR HELICOPTERO / AVIAO
52018,TRANSPORTE AEREO POR HELICOPTERO / AVIAO
52018,TRANSPORTE AEREO POR HELICOPTERO / AVIAO
52018,TRANSPORTE AEREO POR HELICOPTERO / AVIAO
52018,TRANSPORTE AEREO POR HELICOPTERO / AVIAO
52018,TRANSPORTE AEREO POR HELICOPTERO / AVIAO
52018,GÁS COMPRIMIDO
52018,GÁS COMPRIMIDO
52018,GÁS COMPRIMIDO
52018,GÁS COMPRIMIDO
52018,GÁS COMPRIMIDO
52018,ÁGUA SANITÁRIA
52018,ÁGUA SANITÁRIA
52018,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES
52018,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES
52018,ÁLCOOL ETÍLICO LIMPEZA DE AMBIENTES
52018,BALDE
52018,BALDE
52018,CERA
52018,CERA
52018,CERA
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,GABINETE
52018,'COMPUTADOR'
52018,'MICROCOMPUTADOR PESSOAL NOTEBOOK'
52018,IMPRESSORA MULTIFUNCIONAL
52018,CILINDRO MÁQUINA IMPRESSORA / COPIADORA
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,DISCO RÍGIDO REMOVÍVEL
52018,DISCO RÍGIDO REMOVÍVEL
52018,CÂMERA VÍDEO
52018,REGULADOR TENSAO
52018,MÁQUINA ETIQUETADORA
52018,CAMA
52018,CAMA
52018,FRIGOBAR
52018,TELEVISOR
52018,FOGÃO GÁS
52018,XÍCARA
52018,XÍCARA
52018,ESTANTE METÁLICA
52018,ARMÁRIO AÇO
52018,ARMÁRIO AÇO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,OBRAS CIVIS DE ESCAVACAO
52018,BATERIA AUTOMOTIVA
52018,'AÇÚCAR'
52018,'AÇÚCAR'
52018,'AÇÚCAR'
52018,'AÇÚCAR'
52018,'AÇÚCAR'
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,'CAFÉ'
52018,SERVICO DE ADESTRAMENTO E TRATADOR DE ANIMAIS
52018,MOCHILA
52018,SCANNER
52018,APARELHO TELEFÔNICO
52018,ESTABILIZADOR TENSÃO
52018,ESTABILIZADOR TENSÃO
52018,ESTABILIZADOR TENSÃO
52018,ESTABILIZADOR TENSÃO
52018,ESTABILIZADOR TENSÃO
52018,SISTEMA GLOBAL DE POSICIONAMENTO - GLOBAL
52018,CAPA
52018,CAPA
52018,SUPORTE PARA TELEFONE
52018,TRIPÉ
52018,ÓCULOS PROTEÇÃO
52018,EQUIPAMENTO ALVO MÓVEL
52018,BATERIA AUTOMOTIVA
52018,CABO ELÉTRICO FLEXÍVEL
52018,BASTÃO MIRA TOPOGRAFIA
52018,BATERIA RECARREGÁVEL
52018,ANTENA GPS
52018,MAPOTECA
52018,CABIDE MAPOTECA
52018,CAIXA ACÚSTICA
52018,CABO ELÉTRICO FLEXÍVEL
52018,CABO ELÉTRICO FLEXÍVEL
52018,MICROFONE
52018,BATERIA RECARREGÁVEL
52018,APRESENTADOR MULTIMÍDIA
52018,SWITCH
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CABEÇOTE IMPRESSORA
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA HP
52018,CARTUCHO TONER IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA BROTHER
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,CARTUCHO TINTA IMPRESSORA HP
52018,AERONAVES TELEGUIADAS
52018,LEILOEIROS
52018,'SERVIDOR DE REDE'
52018,'SERVIDOR DE REDE'
52018,'SERVIDOR DE REDE'
52018,'SERVIDOR ARQUIVO'
52018,TESTADOR
52018,TESTADOR
52018,'MICROCOMPUTADOR'
52018,'MONITOR VÍDEO'
52018,PROJETOR MULTIMÍDIA
52018,TELA PROJEÇÃO
52018,AGULHA HIPODÉRMICA
52018,ALÇA BACTERIOLÓGICA
52018,ALGODÃO
52018,BANDEJA LABORATÓRIO
52018,BÉQUER
52018,BÉQUER
52018,BÉQUER
52018,CAIXA
52018,CAIXA LABORATÓRIO
52018,ERLENMEYER
52018,ESTANTE PARA MICROTUBOS
52018,SUPORTE LABORATÓRIO
52018,FRASCO LABORATÓRIO
52018,FRASCO LABORATÓRIO
52018,FRASCO LABORATÓRIO
52018,FRASCO LABORATÓRIO
52018,FRASCO LABORATÓRIO
52018,FRASCO LABORATÓRIO
52018,FRASCO LABORATÓRIO
52018,FUNIL LABORATÓRIO
52018,LÂMINA LABORATÓRIO
52018,LAMÍNULA
52018,LAMÍNULA
52018,LANCETA
52018,MARCADOR TUBO
52018,MARCADOR TUBO
52018,MARCADOR TUBO
52018,INDICADOR DE PH
52018,FILME LABORATÓRIO
52018,PIPETA
52018,FRASCO - TIPO ALMOTOLIA
52018,FRASCO - TIPO ALMOTOLIA
52018,PLACA LABORATÓRIO
52018,PLACA LABORATÓRIO
52018,PLACA LABORATÓRIO
52018,PLACA LABORATÓRIO
52018,PLACA LABORATÓRIO
52018,PLACA DE PETRI
52018,PROVETA
52018,PROVETA
52018,PROVETA
52018,CRONÔMETRO
52018,RECIPIENTE LABORATÓRIO
52018,SERINGA
52018,SERINGA
52018,SERINGA
52018,SERINGA
52018,SERINGA
52018,SISTEMA FILTRAÇÃO
52018,SISTEMA FILTRAÇÃO
52018,TERMÔMETRO
52018,MICROTUBO
52018,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA
52018,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA
52018,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA
52018,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA
52018,TUBO PARA COLETA DE AMOSTRA BIOLÓGICA
52018,MEMBRANA LABORATÓRIO
52018,FRASCO PARA CULTURA CELULAR
52018,FRASCO PARA CULTURA CELULAR
52018,FRASCO PARA CULTURA CELULAR
52018,MICROTUBO
52018,MICROTUBO
52018,MICROTUBO
52018,MICROTUBO
52018,MICROTUBO
52018,MICROTUBO
52018,PIPETA
52018,PIPETA
52018,PIPETA
52018,PIPETA
52018,PIPETA
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,PONTEIRA LABORATÓRIO
52018,TUBO LABORATÓRIO
52018,TUBO LABORATÓRIO
52018,ACRILAMIDA / BISACRILAMIDA
52018,ACRILAMIDA
52018,ÁGAR
52018,AGAROSE
52018,ÁGUA DESTILADA
52018,ÁLCOOL PROPÍLICO
52018,PADRÃO REFERÊNCIA 1
52018,ÁLCOOL ETÍLICO
52018,ÁLCOOL PROPÍLICO
52018,CORANTE
52018,CLORETO DE SÓDIO
52018,EXTRATO DE LEVEDURA
52018,PADRÃO PESO MOLECULAR
52018,PADRÃO PESO MOLECULAR
52018,PADRÃO PESO MOLECULAR
52018,LAURIL SULFATO DE SÓDIO
52018,COMPOSTO QUÍMICO
52018,SUPLEMENTO PARA MEIO DE CULTURA
52018,SUPLEMENTO PARA MEIO DE CULTURA
52018,ENZIMA
52018,ENZIMA
52018,TRIS(HIDROXIMETIL)AMINOMETANO
52018,HASTE FLEXÍVEL
52018,'PAPEL'
52018,VASSOURINHA
52018,CAIXA EMBALAGEM
52018,DESENTUPIDOR PIA
52018,ESPONJA LIMPEZA
52018,PANO LIMPEZA
52018,POTE ALIMENTOS
52018,POTE ALIMENTOS
52018,POTE ALIMENTOS
52018,POTE ALIMENTOS
52018,SACO PLÁSTICO LIXO
52018,SACO
52018,SACO
52018,SACO
52018,SACO
52018,ÁLCOOL ETÍLICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,EXAME MEDICO PERIODICO
52018,SERVICO ENGENHARIA
52018,'AÇÚCAR'
52018,AÇUCAREIRO
52018,ADOÇANTE
52018,APAGADOR QUADRO BRANCO
52018,APONTADOR LÁPIS
52018,BANDEJA
52018,BANDEJA EXPEDIENTE
52018,FITILHO
52018,BEBEDOURO ÁGUA
52018,BLOCO RECADO
52018,BORRACHA APAGADORA ESCRITA
52018,CADEADO
52018,CADERNO
52018,'CAFÉ'
52018,'CAIXA ARQUIVO'
52018,CANETA CORRETIVA
52018,CANETA ESFEROGRÁFICA
52018,CANETA ESFEROGRÁFICA
52018,CANETA ESFEROGRÁFICA
52018,PINCEL MARCADOR PERMANENTE CD
52018,CANETA PERMANENTE
52018,MARCADOR HIDROGRÁFICO
52018,CANETA HIDROGRÁFICA
52018,CARTOLINA
52018,CLIPE
52018,CLIPE
52018,CHAVEIRO
52018,COLA
52018,COPO DESCARTÁVEL
52018,DISPENSER PAPEL TOALHA
52018,DISPENSER PARA COPO PLÁSTICO
52018,DISPENSER PAPEL HIGIÊNICO
52018,SABONETEIRA
52018,'ENVELOPE'
52018,ESTILETE
52018,EXTRATOR GRAMPO
52018,COADOR DESCARTÁVEL CAFÉ
52018,FITA ADESIVA
52018,FITA ADESIVA EMBALAGEM
52018,GARRAFA TÉRMICA
52018,GRAMPO GRAMPEADOR
52018,GRAMPO GRAMPEADOR
52018,LÁPIS CÓPIA
52018,LIVRO PROTOCOLO
52018,LIVRO ATA
52018,LIXEIRA
52018,'MOUSE'
52018,MOUSE PAD
52018,PAPEL GLOSSY
52018,PAPEL HIGIÊNICO
52018,'PAPEL IMPRESSÃO'
52018,TOALHA DE PAPEL
52018,PASTA ARQUIVO
52018,CONJUNTO MULTIMÍDIA
52018,PILHA
52018,PILHA
52018,PILHA
52018,PRANCHETA PORTÁTIL
52018,ADAPTADOR
52018,PORTA-CANETA
52018,QUADRO MAGNÉTICO
52018,RÉGUA ESCRITÓRIO
52018,SABONETE LÍQUIDO
52018,TELEFONE SEM FIO
52018,TESOURA
52018,TAPETE DE BORRACHA
52018,ALFINETE MAPA
52018,ARMÁRIO ESCRITÓRIO
52018,MESA MADEIRA
52018,CAFETEIRA ELÉTRICA
52018,CLAVICULÁRIO
52018,QUADRO AVISOS
52018,CADEIRA ESCRITÓRIO
52018,'TECLADO MICROCOMPUTADOR'
52018,CAIXA TÉRMICA
52018,CAIXA TÉRMICA
52018,CAIXA TÉRMICA
52018,CAIXA TÉRMICA
52018,BOLSA
52018,QUADRO BRANCO
52018,QUADRO BRANCO
52018,QUADRO BRANCO
52018,QUADRO BRANCO
52018,QUADRO BRANCO
52018,QUADRO AVISOS
52018,QUADRO AVISOS
52018,APRESENTADOR MULTIMÍDIA
52018,CABO ÁUDIO E VÍDEO
52018,CABO EXTENSOR
52018,CABO EXTENSOR
52018,CABO EXTENSOR
52018,DISTRIBUIDOR SINAL
52018,ADAPTADOR CONECTOR
52018,CABO ÁUDIO E VÍDEO
52018,SUPORTE DE VIDEOCASSETE / TELEVISAO
52018,SUPORTE DE VIDEOCASSETE / TELEVISAO
52018,CAIXA SOM
52018,ESTUDOS E PROJETOS DE ARQUITETURA
52018,APONTADOR LÁPIS
52018,BLOCO RECADO
52018,BORRACHA APAGADORA ESCRITA
52018,LAPISEIRA
52018,LAPISEIRA
52018,GRAFITE
52018,GRAFITE
52018,FITA ADESIVA
52018,FITA ADESIVA
52018,FITA ADESIVA
52018,EXTRATOR GRAMPO
52018,PASTA ARQUIVO
52018,GRAMPO GRAMPEADOR
52018,GRAMPEADOR
52018,LIVRO ATA
52018,LIVRO PROTOCOLO
52018,'PAPEL XEROGRÁFICO'
52018,PILHA
52018,PILHA
52018,TESOURA
52018,PRANCHETA PORTÁTIL
52018,PAPEL CARBONO
52018,PORTA-LÁPIS/CLIPE/LEMBRETE
52018,CANETA ESFEROGRÁFICA
52018,CANETA ESFEROGRÁFICA
52018,CANETA ESFEROGRÁFICA
52018,BANDEIRA INSTITUCIONAL
52018,BANDEIRA INSTITUCIONAL
52018,BANDEIRA INSTITUCIONAL
52018,BANDEJA DOCUMENTOS
52018,COPO DE VIDRO
52018,COPO DESCARTÁVEL
52018,XÍCARA
52018,COPO DESCARTÁVEL
52018,GARRAFA TÉRMICA
52018,'CAFÉ'
52018,'AÇÚCAR'
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ÁGUA MINERAL NATURAL
52018,ENERGIA ELETRICA - FORNECIMENTO MERCADO REGULADO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,CARIMBO
52018,APAGADOR QUADRO MAGNÉTICO
52018,BATERIA - COMPUTADOR
52018,BLOCO RECADO
52018,BORRACHA APAGADORA ESCRITA
52018,CANETA ESFEROGRÁFICA
52018,CANETA ESFEROGRÁFICA
52018,CANETA ESFEROGRÁFICA
52018,PEÇA / ACESSÓRIO - IMPRESSORA / COPIADORA
52018,PEÇA / ACESSÓRIO - IMPRESSORA / COPIADORA
52018,PRENDEDOR DE CRACHÁ
52018,ETIQUETA ADESIVA
52018,ETIQUETA ADESIVA
52018,FITILHO
52018,GRAFITE
52018,LAPISEIRA
52018,PAPEL EMBRULHO
52018,PASTA PORTA-REVISTA
52018,PORTA-LÁPIS/CLIPE/LEMBRETE
52018,PLACA IDENTIFICAÇÃO
52018,PROTETOR CRACHÁ
52018,RÉGUA ESCRITÓRIO
52018,TESOURA
52018,MEMÓRIA PORTÁTIL MICROCOMPUTADOR
52018,DESUMIDIFICADOR
52018,DESUMIDIFICADOR
52018,DESUMIDIFICADOR
52018,DESUMIDIFICADOR
52018,RELÓGIO TERMO-HIGRÔMETRO
52018,ÁCIDO ÚRICO
52018,ALBUMINA HUMANA
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,CLOROBENZENO
52018,COLESTEROL
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 6
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,GLICOSE
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
52018,REAGENTE PARA DIAGNÓSTICO CLÍNICO 5
